entity;pathway
CCAR1;mRNA Splicing - Major Pathway,pre-mRNA splicing,U2 Dependent Splicing
SRRM1;mRNA Splicing - Major Pathway,pre-mRNA splicing,U2 Dependent Splicing
ALYREF;mRNA Splicing - Major Pathway,pre-mRNA splicing,U2 Dependent Splicing
IK;mRNA Splicing - Major Pathway,pre-mRNA splicing,U2 Dependent Splicing
SMU1;mRNA Splicing - Major Pathway,pre-mRNA splicing,U2 Dependent Splicing
PRPF4B;mRNA Splicing - Major Pathway,pre-mRNA splicing,U2 Dependent Splicing
SF1;mRNA Splicing - Major Pathway,pre-mRNA splicing,U2 Dependent Splicing
LUC7L3;mRNA Splicing - Major Pathway,pre-mRNA splicing,U2 Dependent Splicing
RBM7;mRNA Splicing - Major Pathway,pre-mRNA splicing,U2 Dependent Splicing
CDC40;mRNA Splicing - Major Pathway,pre-mRNA splicing,U2 Dependent Splicing
TCERG1;mRNA Splicing - Major Pathway,pre-mRNA splicing,U2 Dependent Splicing
RBM5;mRNA Splicing - Major Pathway,pre-mRNA splicing,U2 Dependent Splicing
RBM25;mRNA Splicing - Major Pathway,pre-mRNA splicing,U2 Dependent Splicing
RBM39;mRNA Splicing - Major Pathway,pre-mRNA splicing,U2 Dependent Splicing
PRPF40A;mRNA Splicing - Major Pathway,pre-mRNA splicing,U2 Dependent Splicing
DHX9;mRNA Splicing - Major Pathway,pre-mRNA splicing,U2 Dependent Splicing
CWC27;mRNA Splicing - Major Pathway,pre-mRNA splicing,U2 Dependent Splicing
RNF113A;mRNA Splicing - Major Pathway,pre-mRNA splicing,U2 Dependent Splicing
GPKOW;mRNA Splicing - Major Pathway,pre-mRNA splicing,U2 Dependent Splicing
DHX16;mRNA Splicing - Major Pathway,pre-mRNA splicing,U2 Dependent Splicing
PPIL1;mRNA Splicing - Major Pathway,pre-mRNA splicing,U2 Dependent Splicing
EIF4A3;mRNA Splicing - Major Pathway,pre-mRNA splicing,U2 Dependent Splicing
TXNL4A;mRNA Splicing - Major Pathway,pre-mRNA splicing,U2 Dependent Splicing
WBP11;mRNA Splicing - Major Pathway,pre-mRNA splicing,U2 Dependent Splicing
PRPF6;mRNA Splicing - Major Pathway,pre-mRNA splicing,U2 Dependent Splicing
WBP4;mRNA Splicing - Major Pathway,pre-mRNA splicing,U2 Dependent Splicing
PQBP1;mRNA Splicing - Major Pathway,pre-mRNA splicing,U2 Dependent Splicing
UBL5;mRNA Splicing - Major Pathway,pre-mRNA splicing,U2 Dependent Splicing
ZMAT2;mRNA Splicing - Major Pathway,pre-mRNA splicing,U2 Dependent Splicing
PRPF38A;mRNA Splicing - Major Pathway,pre-mRNA splicing,U2 Dependent Splicing
MFAP1;mRNA Splicing - Major Pathway,pre-mRNA splicing,U2 Dependent Splicing
RBM42;mRNA Splicing - Major Pathway,pre-mRNA splicing,U2 Dependent Splicing
DDX23;mRNA Splicing - Major Pathway,pre-mRNA splicing,U2 Dependent Splicing
USP39;mRNA Splicing - Major Pathway,pre-mRNA splicing,U2 Dependent Splicing
SART1;mRNA Splicing - Major Pathway,pre-mRNA splicing,U2 Dependent Splicing
SNRNP27;mRNA Splicing - Major Pathway,pre-mRNA splicing,U2 Dependent Splicing
UPF3B;mRNA Splicing - Major Pathway,pre-mRNA splicing,U2 Dependent Splicing
SYF2;mRNA Splicing - Major Pathway,pre-mRNA splicing,U2 Dependent Splicing
CASC3;mRNA Splicing - Major Pathway,pre-mRNA splicing,U2 Dependent Splicing
SRSF1;mRNA Splicing - Minor Pathway,U12 Dependent Splicing
ZRSR2;mRNA Splicing - Minor Pathway,U12 Dependent Splicing
SRSF7;mRNA Splicing - Minor Pathway,U12 Dependent Splicing
SRSF6;mRNA Splicing - Minor Pathway,U12 Dependent Splicing
SRSF2;mRNA Splicing - Minor Pathway,U12 Dependent Splicing
GRSF1;Mitochondrial RNA degradation
FASTKD2;FASTK family proteins regulate processing and stability of mitochondrial RNAs
TBRG4;FASTK family proteins regulate processing and stability of mitochondrial RNAs
FASTKD5;FASTK family proteins regulate processing and stability of mitochondrial RNAs
DYSF;Smooth Muscle Contraction
TRIM72;Smooth Muscle Contraction
CAV3;Smooth Muscle Contraction
ANXA1;Smooth Muscle Contraction
ANXA6;Smooth Muscle Contraction
ANXA2;Smooth Muscle Contraction
TNNI3;Ion homeostasis
NOS1;Ion homeostasis
ATP2B4;Ion homeostasis
NPPC;Physiological factors
NPR2;Physiological factors
TTBK2;Anchoring of the basal body to the plasma membrane
CEP89;Anchoring of the basal body to the plasma membrane
CEP164;Anchoring of the basal body to the plasma membrane
CEP83;Anchoring of the basal body to the plasma membrane
SCLT1;Anchoring of the basal body to the plasma membrane
FBF1;Anchoring of the basal body to the plasma membrane
C2CD3;Anchoring of the basal body to the plasma membrane
CEP97;Anchoring of the basal body to the plasma membrane
CCP110;Anchoring of the basal body to the plasma membrane
MARK4;Anchoring of the basal body to the plasma membrane
RAB3IP;Anchoring of the basal body to the plasma membrane
IFT122;Intraflagellar transport
IFT140;Intraflagellar transport
WDR19;Intraflagellar transport
TTC21B;Intraflagellar transport
IFT43;Intraflagellar transport
WDR35;Intraflagellar transport
IFT20;Intraflagellar transport
TRIP11;Intraflagellar transport
TNPO1;Intraflagellar transport
CLUAP1;Intraflagellar transport
IFT56;Intraflagellar transport
IFT81;Intraflagellar transport
IFT172;Intraflagellar transport
IFT80;Intraflagellar transport
TRAF3IP1;Intraflagellar transport
IFT22;Intraflagellar transport
IFT25;Intraflagellar transport
IFT52;Intraflagellar transport
IFT74;Intraflagellar transport
IFT88;Intraflagellar transport
IFT46;Intraflagellar transport
IFT57;Intraflagellar transport
IFT27;Intraflagellar transport
PDE6D;ARL13B-mediated ciliary trafficking of INPP5E
INPP5E;ARL13B-mediated ciliary trafficking of INPP5E
ARL13B;ARL13B-mediated ciliary trafficking of INPP5E
RAB3IP;BBSome-mediated cargo-targeting to cilium
BBS1;BBSome-mediated cargo-targeting to cilium
BBS9;BBSome-mediated cargo-targeting to cilium
BBS4;BBSome-mediated cargo-targeting to cilium
TTC8;BBSome-mediated cargo-targeting to cilium
BBS7;BBSome-mediated cargo-targeting to cilium
BBS5;BBSome-mediated cargo-targeting to cilium
BBIP1;BBSome-mediated cargo-targeting to cilium
BBS2;BBSome-mediated cargo-targeting to cilium
UNC119B;Trafficking of myristoylated proteins to the cilium
RP2;Trafficking of myristoylated proteins to the cilium
SIRT3;Transcriptional activation of mitochondrial biogenesis
PPRC1;Transcriptional activation of mitochondrial biogenesis
HCFC1;Transcriptional activation of mitochondrial biogenesis
GABPA;Transcriptional activation of mitochondrial biogenesis
PERM1;Transcriptional activation of mitochondrial biogenesis
MTERF1;Transcriptional activation of mitochondrial biogenesis
TFB2M;Transcriptional activation of mitochondrial biogenesis
SSBP1;Transcriptional activation of mitochondrial biogenesis
POLRMT;Transcriptional activation of mitochondrial biogenesis
ESRRA;Transcriptional activation of mitochondrial biogenesis
TFAM;Transcriptional activation of mitochondrial biogenesis
ATP5F1B;Transcriptional activation of mitochondrial biogenesis
TFB1M;Transcriptional activation of mitochondrial biogenesis
CYCS;Transcriptional activation of mitochondrial biogenesis
POLG2;Transcriptional activation of mitochondrial biogenesis
TWNK;Transcriptional activation of mitochondrial biogenesis
APOO;Cristae formation
DNAJC11;Cristae formation
IMMT;Cristae formation
MICOS10;Cristae formation
CHCHD6;Cristae formation
CHCHD3;Cristae formation
APOOL;Cristae formation
HSPA9;Cristae formation
TMEM11;Cristae formation
MICOS13;Cristae formation
TIMM10B;Mitochondrial protein import
TIMM22;Mitochondrial protein import
PEX7;Peroxisomal protein import
ZFAND6;Peroxisomal protein import
USP9X;Peroxisomal protein import
ACAA1;TYSND1 cleaves peroxisomal proteins
ACOX1;TYSND1 cleaves peroxisomal proteins
HSD17B4;TYSND1 cleaves peroxisomal proteins
TYSND1;TYSND1 cleaves peroxisomal proteins
AGPS;TYSND1 cleaves peroxisomal proteins
PHYH;TYSND1 cleaves peroxisomal proteins
SCP2;TYSND1 cleaves peroxisomal proteins
PEX16;Class I peroxisomal membrane protein import
PEX3;Class I peroxisomal membrane protein import
PEX19;Class I peroxisomal membrane protein import
POU5F1;Specification of primordial germ cells
SOX17;Specification of primordial germ cells
TFAP2C;Specification of primordial germ cells
NANOG;Specification of primordial germ cells
CXCR4;Specification of primordial germ cells
PDPN;Specification of primordial germ cells
CBFA2T2;Specification of primordial germ cells
TET2;Specification of primordial germ cells
PRDM1;Specification of primordial germ cells
NANOS3;Specification of primordial germ cells
B4GALT1;Interaction With Cumulus Cells And The Zona Pellucida
SPAM1;Interaction With Cumulus Cells And The Zona Pellucida
ACR;Acrosome Reaction and Sperm:Oocyte Membrane Binding
CD9;Acrosome Reaction and Sperm:Oocyte Membrane Binding
GRM4;Sensory perception of sweet, bitter, and umami (glutamate) taste
GRM1;Sensory perception of sweet, bitter, and umami (glutamate) taste
RTP2;Expression and translocation of olfactory receptors
EHMT1;Expression and translocation of olfactory receptors
EHMT2;Expression and translocation of olfactory receptors
EBF1;Expression and translocation of olfactory receptors
LHX2;Expression and translocation of olfactory receptors
FOXO3;MAPK6/MAPK4 signaling
MAPK6;MAPK6/MAPK4 signaling
MAPKAPK5;MAPK6/MAPK4 signaling
HSPB1;MAPK6/MAPK4 signaling
CCND3;MAPK6/MAPK4 signaling
JUN;MAPK6/MAPK4 signaling
DNAJB1;MAPK6/MAPK4 signaling
MAPK4;MAPK6/MAPK4 signaling
MYC;MAPK6/MAPK4 signaling
NCOA3;MAPK6/MAPK4 signaling
FOXO1;MAPK6/MAPK4 signaling
ETV4;MAPK6/MAPK4 signaling
IGF2BP1;MAPK6/MAPK4 signaling
SEPTIN7;MAPK6/MAPK4 signaling
KALRN;MAPK6/MAPK4 signaling
RHOBTB3;RHOBTB3 ATPase cycle
LIN7B;RHO GTPases Activate Rhotekin and Rhophilins
RTKN;RHO GTPases Activate Rhotekin and Rhophilins
RHPN2;RHO GTPases Activate Rhotekin and Rhophilins
TAX1BP3;RHO GTPases Activate Rhotekin and Rhophilins
RND1;RND1 GTPase cycle
ARHGDIA;RAC2 GTPase cycle
RHOH;RHOH GTPase cycle
RHOBTB2;RHOBTB2 GTPase cycle
RHOBTB1;RHOBTB1 GTPase cycle
ARHGDIA;RHOC GTPase cycle
RND3;RND3 GTPase cycle
RND2;RND2 GTPase cycle
FST;Antagonism of Activin by Follistatin
FSTL3;Antagonism of Activin by Follistatin
GPRC6A;Class C/3 (Metabotropic glutamate/pheromone receptors)
SMO;Class B/2 (Secretin family receptors)
CRHBP;Class B/2 (Secretin family receptors)
CRH;Class B/2 (Secretin family receptors)
CD55;Class B/2 (Secretin family receptors)
ADGRE5;Class B/2 (Secretin family receptors)
GAB1;Erythropoietin activates Phosphoinositide-3-kinase (PI3K)
SHC1;Erythropoietin activates RAS
EBAG9;Estrogen-dependent gene expression
KDM1A;Estrogen-dependent gene expression
H2AC6;Estrogen-dependent gene expression
NCOA1;Estrogen-dependent gene expression
CITED1;Estrogen-dependent gene expression
TFF3;Estrogen-dependent gene expression
DDX5;Estrogen-dependent gene expression
MYB;Estrogen-dependent gene expression
NCOA3;Estrogen-dependent gene expression
MYC;Estrogen-dependent gene expression
NR5A2;Estrogen-dependent gene expression
ZNF217;Estrogen-dependent gene expression
KDM4B;Estrogen-dependent gene expression
TGFA;Estrogen-dependent gene expression
CHD1;Estrogen-dependent gene expression
CXXC5;Estrogen-dependent gene expression
PTGES3;Estrogen-dependent gene expression
FKBP4;Estrogen-dependent gene expression
TLE3;Estrogen-dependent gene expression
NRIP1;Estrogen-dependent gene expression
MED1;Estrogen-dependent gene expression
SP1;Estrogen-dependent gene expression
USF2;Estrogen-dependent gene expression
USF1;Estrogen-dependent gene expression
BCL2;Estrogen-dependent gene expression
CREBBP;Estrogen-dependent gene expression
GREB1;Estrogen-dependent gene expression
KPNA2;Estrogen-dependent gene expression
TBP;Estrogen-dependent gene expression
TFF1;Estrogen-dependent gene expression
PRMT1;Estrogen-dependent gene expression
CARM1;Estrogen-dependent gene expression
FABP5;Signaling by Retinoic Acid
CRABP1;RA biosynthesis pathway
CRABP2;Signaling by Retinoic Acid
PLIN1;NR1H2 & NR1H3 regulate gene expression linked to triglyceride lipolysis in adipose,LXRs regulate gene expression linked to triglyceride lipolysis in adipose
APOC4;NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux,LXRs regulate gene expression linked to cholesterol transport and efflux
GPS2;NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux,LXRs regulate gene expression linked to cholesterol transport and efflux
APOE;NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux,LXRs regulate gene expression linked to cholesterol transport and efflux
ABCG5;NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux,LXRs regulate gene expression linked to cholesterol transport and efflux
ABCG8;NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux,LXRs regulate gene expression linked to cholesterol transport and efflux
APOC1;NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux,LXRs regulate gene expression linked to cholesterol transport and efflux
ABCG1;NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux,LXRs regulate gene expression linked to cholesterol transport and efflux
EEPD1;NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux,LXRs regulate gene expression linked to cholesterol transport and efflux
NCOA1;NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux,LXRs regulate gene expression linked to cholesterol transport and efflux
CETP;NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux,LXRs regulate gene expression linked to cholesterol transport and efflux
APOC2;NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux,LXRs regulate gene expression linked to cholesterol transport and efflux
NR1H3;NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux,LXRs regulate gene expression linked to cholesterol transport and efflux
EP300;NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux,LXRs regulate gene expression linked to cholesterol transport and efflux
APOD;NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux,LXRs regulate gene expression linked to cholesterol transport and efflux
ARL4C;NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux,LXRs regulate gene expression linked to cholesterol transport and efflux
ABCA1;NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux,LXRs regulate gene expression linked to cholesterol transport and efflux
NCOA1;NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis,LXRs regulate gene expression to control bile acid homeostasis
UGT1A3;NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis,LXRs regulate gene expression to control bile acid homeostasis
FABP6;NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis,LXRs regulate gene expression to control bile acid homeostasis
MYLIP;NR1H2 & NR1H3 regulate gene expression to limit cholesterol uptake ,LXRs regulate gene expression to limit cholesterol uptake 
NRIP1;NR1H2 & NR1H3 regulate gene expression linked to gluconeogenesis ,LXRs regulate gene expression linked to gluconeogenesis 
PCK1;NR1H2 & NR1H3 regulate gene expression linked to gluconeogenesis ,LXRs regulate gene expression linked to gluconeogenesis 
NRIP1;NR1H2 & NR1H3 regulate gene expression linked to lipogenesis,LXRs regulate gene expression linked to lipogenesis
FASN;NR1H2 & NR1H3 regulate gene expression linked to lipogenesis,LXRs regulate gene expression linked to lipogenesis
SCD;NR1H2 & NR1H3 regulate gene expression linked to lipogenesis,LXRs regulate gene expression linked to lipogenesis
ANGPTL3;NR1H2 & NR1H3 regulate gene expression linked to lipogenesis,LXRs regulate gene expression linked to lipogenesis
MST1;Signaling by MST1
SOCS3;Signaling by Leptin
PTPN11;Signaling by Leptin
DENND3;RAB GEFs exchange GTP for GDP on RABs
